ID	source	context	sentence	sup_idx_sent	sup_idx_context	title	sup_class	superlative	turn_idx (only for dialogue)	target	CS	Anchor	Property	Orientation	Implicit	Amount	Rank
18_PMUL1464.json	multiwoz_dev_20	X-- I need to find a train departing on Sunday that is going to Cambridge. Y-- Where are you departing from? X-- I am departing from leicester. Y-- We have 19 different trains along that route for Sunday. Do you have a specific time in mind? X-- Yes I need to leave after 18:30 on sunday and I need to make a reservation for 8 people. Can you give me a reference number for the booking? Y-- There are five trains that meet your specifications. The earliest leaves at 19:09 and arrives in Cambridge at 20:54. Would you like me to book this? X-- Yes please book it for 8 people. Y-- Booking was successful, the total fee is 241.92 GBP payable at the station .Reference number is : PLE2777Z X-- i'm also looking for places to go in town. Y-- There are man attraction, do you want to see arrt,music,parks ? X-- Hmmm...all of those sound interesting, but I am really looking for a college. Are there any in the centre of town? Y-- Yes, 13 of them actually! If you have no further specifications, then may I recommend christ's college? X-- That sounds great! Can you tell me the entrance fee? Y-- It is the best price of all, free of charge, can I help you with any other information? X-- no actually, you've taken care of all my needs today! Thanks, bye! Y-- Okay, thanks for contacting us bye! 	There are five trains that meet your specifications. The earliest leaves at 19:09 and arrives in Cambridge at 20:54. Would you like me to book this?	56:65	448:457			earliest	5	"LEAVE(e, THEME=""the earliest"" train, INITIAL_LOCATION=Leicester, DESTINATION=Cambridge, DEPARTURE_TIME=19:09 ON=Sunday, ARRIVAL_TIME=20:54 ON=Sunday)"	LEAVE(e, THEME=trains, INITIAL_LOCATION=Leicester, DESTINATION=Cambridge, DEPARTURE_TIME=after 18:30 ON=Sunday, ARRIVAL_TIME=* ON=Sunday)	?	earliness	positive	y		
19_PMUL1464.json	multiwoz_dev_21	X-- I need to find a train departing on Sunday that is going to Cambridge. Y-- Where are you departing from? X-- I am departing from leicester. Y-- We have 19 different trains along that route for Sunday. Do you have a specific time in mind? X-- Yes I need to leave after 18:30 on sunday and I need to make a reservation for 8 people. Can you give me a reference number for the booking? Y-- There are five trains that meet your specifications. The earliest leaves at 19:09 and arrives in Cambridge at 20:54. Would you like me to book this? X-- Yes please book it for 8 people. Y-- Booking was successful, the total fee is 241.92 GBP payable at the station .Reference number is : PLE2777Z X-- i'm also looking for places to go in town. Y-- There are man attraction, do you want to see arrt,music,parks ? X-- Hmmm...all of those sound interesting, but I am really looking for a college. Are there any in the centre of town? Y-- Yes, 13 of them actually! If you have no further specifications, then may I recommend christ's college? X-- That sounds great! Can you tell me the entrance fee? Y-- It is the best price of all, free of charge, can I help you with any other information? X-- no actually, you've taken care of all my needs today! Thanks, bye! Y-- Okay, thanks for contacting us bye! 	It is the best price of all, free of charge, can I help you with any other information?	9:14	1101:1106			best	13	free OF=charge	prices	prices	quality	positive	n		
22_PMUL3174.json	multiwoz_dev_24	X-- Can you help me find a train that goes to Cambridge? Y-- I can! What day are you coming to visit? X-- I need to leave stevenage on thursday and arrive by 13:30. Y-- There are 4 options for a train to cambridge from stevenage on Thursday. One train leaves at 05:54 arriving by 06:43, does that work? X-- is that the one that arrives the earliest? how much does it cost? Y-- TR1163 does arrive earliest and it's 12.80 pounds. X-- Thank you. Could you provide for me some information about the Aylesbray Lodge Guest House as well? Y-- Yes certainly it is located in the south and their address is 5 Mowbray road and they are moderately priced. X-- Great can you book it for 2 people for 5 nights on thursday? Y-- Your booking was successful. The reference number is : XNIEV1XP . What else can I assist you with today? X-- That's all. Thank you! Y-- We hope you enjoy your stay and hope we can help you again in the future. 	TR1163 does arrive earliest and it's 12.80 pounds.	18:27	396:405			earliest	5	ARRIVE(e, THEME=TR1163, INITIAL_LOCATION=Stevenage, DESTINATION=Cambridge, DEPARTURE_TIME=05:54 ON=Thursday, ARRIVAL_TIME=06:43 ON=Thursday)	ARRIVE(e, THEME=trains, INITIAL_LOCATION=Stevenage, DESTINATION=Cambridge, DEPARTURE_TIME=* ON=Thursday, ARRIVAL_TIME=by 13:30 ON=Thursday)	/	earliness	positive	y		
23_PMUL2786.json	multiwoz_dev_25	X-- Is there a cheap Chinese restaurant in the North? Y-- Yes, however, the person before me selected the wrong domain (attraction instead of restaurant) and now I can't look up the Chinese restaurant! X-- Thats unfortunate, can you give me the name of a college that i can visit in town? Y-- Sure, how about christ's college located in the centre on saint andrew's street. The postcode is cb23bu. It is free to enter. Is there anything else you need? X-- Can you give me the phone number? Y-- The phone number is 01223334900. X-- Thank you can I get another address for another college too please? Y-- saint catharine's college is at king's parade X-- thanks i'm also looking for a place to stay Y-- Sure. Is there a part of town which would be most convenient for you? X-- I'd like to stay in the north and at a place with free parking please. Y-- Acorn guest house matches that. X-- Great, please book me for just myself, five nights starting saturday. Y-- Okay, you're all set with a reservation. The reference number for your booking is 37LXNAGC . What else can I do for you? X-- I will also be needing a taxi to get from place to place. Y-- Where do you wanna be picked up and dropped at? X-- Pick up at saint catharine's college and drop off at Acorn guest house. Y-- What would be an acceptable time for the driver to pick you up? X-- I want to leave at 21:00. Thanks. Y-- Okay! You'll be picked up in a white Tesla. The contact number is 07019261974. Can I help you with anything else? X-- No, I'm all set. Thank you for your help. Y-- You're welcome! Goodbye 	Sure. Is there a part of town which would be most convenient for you?	44:49	746:751			most	9	Acorn guest house	places TO=stay LOCATION=the north WITH=free parking	places	convenience	positive	y		
24_MUL0445.json	multiwoz_dev_26	X-- I'm looking for a train Norwich. Y-- Was that a train arriving or departing from Norwich? X-- No I would like to go to norwich. I will be departing from cambridge and would like to leave on saturday. Thank you. Y-- There are 19 trains that day. What time do you need to depart and/or arrive? X-- Leaving Cambridge on Saturday. I need to book for 4 people, and I'll also need the reference number please. Y-- Alrighty, I booked a train from cambridge to norwich on saturday leaving at 5:36 and arriving at 6:55. Your total is 56.32 GBP and reference number is MX50BQU1 . X-- Thank you!! Can you also find a good museum in town for us? Y-- We have many museums in town! What area will you be in? X-- i will be in the norwich area. Y-- I'm sorry, I meant what area of Cambridge (north, south, east, west, centre)? X-- Let me have the phone number of the museum closest to the train station? Y-- The phone number of Byard Art is 01223464646 X-- Great that's all the info I need, thank you for your help. Y-- You are quite welcome. Please enjoy your stay in Cambridge! 	Let me have the phone number of the museum closest to the train station?	42:50	862:870			closest	10	Byard Art	museums LOCATION=Cambridge	museums	distance	negative	y		
26_PMUL0740.json	multiwoz_dev_28	X-- I am looking for a place to dine in Cambridge with an expensive price range located in the centre. Y-- how about bedouin? it serves african food, it is in the centre and the expensive price range X-- I prefer something with modern eclectic food. Y-- I have nothing with that type of food in the centre of town, would you like me to try another area? X-- Try an Indian place please. Y-- Yes, i have 6 options for you! X-- Well, can you tell me what they are so I can decide? Y-- All Expensive and all in the center. Do you need anything else? X-- i'll ask you again: what are my choices? Y-- the golden curry, curry garden, saffron brasserie X-- Let's go with the Saffron Brasserie. Can you make a reservation for Saturday for 2 at 16:45? Y-- Booking was successful. The table will be reserved for 15 minutes. Reference number is : OZWMR17W . Anything more I can help with? X-- I'm also looking for a train on friday. I need to get to london kings cross by 19:30 please. Y-- Would you like to narrow your choices down by departure site or day of travel? X-- I will be leaving from Cambridge on Friday. Y-- TR6628 is the latest train you can take. It will arrive in Kings Cross at 17:51. Would you like to book a ticket? X-- Yes, please book 2 tickets for that train. Y-- Booking was successful, the total fee is 47.2 GBP payable at the station . Reference number is : 70AAB5NT . X-- That would be all for today Y-- enjoy your time in Cambridge! 	TR6628 is the latest train you can take. It will arrive in Kings Cross at 17:51. Would you like to book a ticket?	13:20	1123:1130			latest	15	ARRIVE(e, THEME=TR6628, INITIAL_LOCATION=Cambridge, DESTINATION=London Kings Cross, ARRIVAL_TIME=17:51 ON=Friday)	ARRIVE(e, THEME=trains, INITIAL_LOCATION=Cambridge, DESTINATION=London Kings Cross, ARRIVAL_TIME=by 19:30 ON=Friday)	#3=ARRIVAL_TIME	earliness	negative	y		
27_MUL2587.json	multiwoz_dev_29	X-- I will be visiting Cambridge soon and definitely want to see some local attractions. Can you help me? Y-- I can definitely help you find one. We have nearly 80 attractions around. Can you tell me what type of attraction you prefer or an area you would like to go? X-- I am looking for the best museum in the centre of town. Please let me know what it is and how much I should expect to pay to get in. Y-- The Castle Galleries is very popular and it has no entrance fee. Would you like the address? X-- No, but I do want the entrance fee. Y-- The Castle Galleries are free of charge. X-- Thank you. I'm also looking for a guesthouse to stay that has a star of 4 and includes free parking. Y-- Acorn guest house is available if that works for you. X-- Book rooms for 3 people for 4 nights starting Sunday, please. Y-- Booking was successful. Your reference number is 6RQXSUYD . Can I help you with anything else? X-- I also need a taxi to commute from the hotel to the museum. I need to leave the hotel by 05:15 Y-- Sure! I have set that up. Booked car type is a white toyota and the Contact number is 07365958401. X-- Thank you so much for your help. That was all I needed. Y-- You are quite welcome. Enjoy your visit to the galleries. 	I am looking for the best museum in the centre of town. Please let me know what it is and how much I should expect to pay to get in.	20:25	293:298			best	2	The Castle Galleries	museums LOCATION=centre OF=Cambridge	museums	quality	positive	y		
28_MUL2271.json	multiwoz_dev_30	X-- Is there somewhere inexpensive to stay in town? I'll be driving in, so I'll need somewhere that I can park for free, as well. Y-- There are 10 different cheap hotels that offer free parking. Do you have a specific area of town you'd like me to look, or perhaps a specific type of hotel/guesthouse? X-- I would like to be in the centre area and should include free wifi. Y-- How about the Alexander Bed and Breakfeast guesthouse? It is in the cheap price range and has 4 stars. X-- That sound perfect. I would really like to book a room for the my family of six. Y-- What day do you need to book and how many days do you wish to stay? X-- Starting on Saturday, I would like to book 3 nights at that hotel for my family of 6. Y-- Absolutely. Alexander bed and breakfast has been booked! Your reference number is 3R2BIZA1 . Is there anything else I can help you with today? X-- Yes actually. I am looking for a train that goes to the Stansted Airport from Cambridge. Y-- What day will you be traveling on? X-- I'll be traveling on Tuesday. Y-- I have about 19 trains available. Can you tell me if you have a time you need to leave or arrive by? X-- The train should arrive at Stansted Airport by 13:45. Y-- There are 8 trains that arrive by 13:45. What time would you like to leave? X-- Can I get the one that arrives closest to 13:45? Can you book that for 6 seats and give me the reference number? Y-- I have one train leaving cambridge at 12:40 and arriving at stansted airport at 13:08. Shall I book it for you? X-- Yes, please book it for the same group of people. Y-- I've booked 6 tickets on TR7621, the fee will be 60.59 GBP and your reference number is FLGYD2RO . Is there anything else I can do for you? X-- No that is all I need for today thank you. Y-- Your welcome. Contact us anytime. 	Can I get the one that arrives closest to 13:45? Can you book that for 6 seats and give me the reference number?	30:38	1319:1327			closest	14	ARRIVE(e, THEME=TR7621, INITIAL_LOCATION=Cambridge, DESTINATION=Stansted Airport, DEPARTURE_TIME=12:40 ON=Tuesday, ARRIVAL_TIME=13:08 ON=Tuesday)	ARRIVE(e, THEME=trains, INITIAL_LOCATION=Cambridge, DESTINATION=Stansted Airport, DEPARTURE_TIME=* ON Tuesday,  ARRIVAL_TIME= by 13:45 ON=Tuesday)	#0=e	distance in time	negative	n		
29_MUL1897.json	multiwoz_dev_31	X-- i am looking for places to go in town centre, should be of multiple sports Y-- I can't find any multiple sports attractions in town centre. Would you be interested in a different area? X-- How about museums, are there any of those in the area? Y-- Yes there are 11 in the area and all have free admission. X-- Any of those are fine with me. Could you provide me with the address and postcode for any one of them? Y-- Sure, castle galleries is a great place to visit. It's located at unit su43, grande arcade, saint andrews street. The postcode is cb23bj. Any other information I can get for you? X-- I am looking for a train or some form of public transportation to get to these museums. Does that exist? Y-- I can help you find a train or a taxi, depending on where you are departing from. X-- From norwich to cambridge please. Y-- The TR9900 leaves from Norwich to Cambridge on Friday at 05:16, would you like to book tickets? X-- I actually need to travel on Tuesday. I will need to be in Cambridge by 21:45 by train. Y-- The best train to get you there close to the time you want is TR4134 arriving at 10:35. Shall I book seats for you? X-- Not just now, but can you tell me what that train's departure time is? Y-- TR4134 departs at 9:16 X-- That is all I needed. Thank you for all of your help! Y-- You're very welcome. Please call back if we can be of further assistance. Goodbye. 	The best train to get you there close to the time you want is TR4134 arriving at 10:35. Shall I book seats for you?	3:8	1033:1038			best	11	ARRIVE(e, THEME=TR4134, INITIAL_LOCATION=Norwich, DESTINATION=Cambridge, DEPARTURE_TIME=9:16 ON=Tuesday, ARRIVAL_TIME=10:35 ON=Tuesday)	ARRIVE(e, THEME=trains, INITIAL_LOCATION=Norwich, DESTINATION=Cambridge, DEPARTURE_TIME=* ON=Tuesday, ARRIVAL_TIME=by 21:45 ON=Tuesday)	#1=THEME	quality	positive	n		
30_MUL1318.json	multiwoz_dev_32	X-- Hello, I'm trying to find an international restaurant in the east. Any ideas? Y-- Yes, the missing sock is an international restaurant in the east in the cheap price range. Would you like a reservation? X-- No, please give me their post code instead. Y-- The post code is cb259aq. X-- I also need a hotel on the Southside. Y-- I have 1 hotel called the lensfield hotel located on 53-57 lensfield road. X-- Can you tell me if it offers free parking? Also, how many stars is the Lensfield? Y-- The Lenfield is a 3 star hotel. They do offer free parking. X-- Can you look for a 2 star hotel in that area if not available then could you try one that is in the east? Y-- There is one located in the east, express by holiday inn cambridge. It has free internet and parking, would you like to book? X-- Yes I'd like to book 5 nights for 1 beginning on Tuesday. Could I get the reference number for that as well? Y-- How many guests will be staying? X-- Just one, thanks. Y-- You are all set, the reference number is 9WZD62FF, anything else that I can assist with? X-- What are the nearest diners by the hotel? Y-- There is a Missing Sock off of Finders Corner Newmarket Road. it looks to be cheap, and is in the east side of the city. X-- Actually, I'd like to book a taxi from the hotel to The Missing Sock. I'd like to depart by 09:15. Y-- Sure, I found you a blue Tesla, their contact number is 07980198100. Can I assist you with anything else? X-- No, thank you. Goodbye. Y-- Thank you and enjoy your time in Cambridge! 	What are the nearest diners by the hotel?	12:20	1078:1086			nearest	14	Missing Sock	diners LOCATION=by the hotel	diners	distance	negative	y		
33_PMUL2565.json	multiwoz_dev_35	X-- Where in the Cambridge area is the Autumn House hotel? Y-- The autumn house is in the east. X-- Thank you. Can you give me the phone number? Y-- Yes, absolutely! It is 01223575122. X-- I am also looking to go out on a boat in the centre of town. Do you have any recommendations? Y-- sure, you can choose from either scudamores punting co of the cambridge punter X-- You pick one that you think best. Please give me the postcode and phone number please. Y-- cb41as, Cambridge Punter. 07807718591 X-- Thank you. That's all I need. Good-bye. Y-- Have a nice day. Good bye! 	You pick one that you think best. Please give me the postcode and phone number please.	27:33	398:404			best.	6	THINK_BEST(e, AGENT=Y, THEME=Cambridge Punter)	THINK_BEST(e, AGENT=Y, THEME=boats)	#2=THEME	quality	positive	y		
36_MUL0106.json	multiwoz_dev_38	X-- I would like to book a five star, or closest to it, in the east part of town please. Y-- There are several hotels with those characteristics. Could you narrow down by price range and hotel type you want? X-- I am looking to stay in a guesthouse in the expensive price range. Y-- There are no hotels which match your criteria. Can I help you find something else? X-- What about a hotel in a cheap price range? Y-- Your options are: Allenbell, Autumn house, and Leverton house. All of these guesthouses have 4 stars, are in the east part of town, and offer free parking and WiFi. X-- I would like to book the Autumn house starting Monday for 4 nights for 2 people. Y-- Great your reference number is DPEISTWK . X-- What expensive restaurants are in the East part of town? Y-- There is Yu Garden and Royal Standard. X-- What cheap restaurants are in the East part of town? Y-- The Missing Sock is a cheap restaurant in the east part of town. They serve international food. Would you like me to book that for you? X-- Yes please for 2 people on monday, thanks. Y-- Absolutely. What time would you like? X-- I need that for 13:00 and I would appreciate a reference number. Y-- I booked that reservation for you. Your reference number is VN4QZ2M1 . Is there anything else I can help you with? X-- No thank you Y-- You're welcome. Have a nice day. 	I would like to book a five star, or closest to it, in the east part of town please.	36:44	41:49			closest	0	BE_CLOSE(e, ARG1=five star, ARG2=hotel)	BE_CLOSE(e, ARG1=five star, ARG2=hotels LOCATION=east part of town)	#0=e	extent	positive	n		
37_PMUL1352.json	multiwoz_dev_39	X-- I'm looking for a train to Cambridge, please. Y-- Sure, where are you departing from? X-- I am departing from ely and want to leave on saturday. It should arrive by 20:45. Y-- The earliest leaves out of Ely at 05:35 and arrives in Cambridge at 05:52. Would you like to reserve a seat, or do you prefer to check for a later time? X-- A later time, definitely. Don't want to kick around town that long. Y-- The last train of the day, TR4288, will arrive in Cambridge at 19:52. Would that fit your schedule better? X-- Yes please book that for 4 people and provide the reference number please. Y-- No problem. Your reference number is JB5YODGE . Is there something else I can help you with? X-- Yes, can you recommend a place to go in town, maybe a museum? Y-- I found 23 museums all across town. Is there a particular area you're interested in so I can narrow down the search? X-- Yes, I'd like to stay in the centre of town. Y-- Okay, there are 11 different options. I recommend Castle Galleries. Would you like information on this museum? X-- Yes, can i just have the address? Y-- it is in unit su43, grande arcade, saint andrews street. X-- Thanks, that's all I needed! Y-- You're welcome, have a great day. 	The earliest leaves out of Ely at 05:35 and arrives in Cambridge at 05:52. Would you like to reserve a seat, or do you prefer to check for a later time?	3:12	184:193			earliest	3	"LEAVE(e, THEME=""the earliest"" train, INITIAL_LOCATION=Ely, DESTINATION=Cambridge, DEPARTURE_TIME=05:35 ON=Saturday, ARRIVAL_TIME=05:52 ON=Saturday)"	LEAVE(e, THEME=trains, INITIAL_LOCATION=Ely, DESTINATION=Cambridge, DEPARTURE_TIME=* ON=Saturday, ARRIVAL_TIME=by 20:45 ON=Saturday)	?	earliness	positive	y		
38_PMUL3470.json	multiwoz_dev_40	X-- I am looking for a specific hotel, its name is express by holiday inn cambridge Y-- I have the Express by Holiday Inn Cambridge located on 15-17 norman way, coldhams business park. Their phone number is 01223866800. Would you like to know anything else? X-- Yes, could you book the hotel room for me for 7 people? Y-- Yes, of course. What day would you like to stay? X-- Monday, please. There will be 7 of us and we'd like to stay for 4 days. Y-- Here is the booking information:Booking was successful. Reference number is : 5F8G6J1G X-- Thank you. I would also like to book a train, please. Y-- Sure, which stations will you be traveling between? X-- I will be going from cambridge to birmingham new street. Y-- What time would you like to leave? The trains depart every hour. X-- Whenever will get me there by 17:30. I do need to leave on Friday and I will need the travel time please. Y-- There are 11 results. Would you prefer the earliest departure time or latest? 	There are 11 results. Would you prefer the earliest departure time or latest?	42:51	939:948			earliest	11	the earliest departure time	departure times	departure times	earliness	positive	n		
40_MUL0229.json	multiwoz_dev_42	X-- Hello, are there any trains on Sunday that include Cambridge as a destination? Y-- There are several. Is there a particular departure location you want to leave from? X-- Yes, I would like to depart from bishops stortford after 9:30. Y-- The earliest train that is leaving bishops stortford sunday morning is at 11:29, and will arrive in cambridge at 12:07 X-- I'd like to book that one for 2 people. I will need the reference number, please. Y-- Great, I was able to book you. The total fee is 16.16 GBP payable at the station and the reference number is : P4JWINQA . X-- Thank you i also need a restaurant in the centre serving mediterranean food please Y-- There are 3 mediterranean restaurants in the centre. One falls in a cheap price range, and the other 2 are expensive. Do you have a price range preference? X-- Can you give me the postcode and phone number for the cheap restaurant? Y-- Here is info on The Gardenia: phone 01223356354, postcode cb23ll. Would you like me to make a reservation? X-- No thank you. That is all I need for the moment. Y-- Thank you. Have a good day. 	The earliest train that is leaving bishops stortford sunday morning is at 11:29, and will arrive in cambridge at 12:07	3:12	246:255			earliest	3	"LEAVE(e, THEME=""the earliest train"", INITIAL_LOCATION=Bishops Stortford, DESTINATION=Cambridge, DEPARTURE_TIME=11:29 ON=Sunday, ARRIVAL_TIME=12:07 ON=Sunday)"	LEAVE(e, THEME=trains,  INITIAL_LOCATION=Bishops Stortford, DESTINATION=Cambridge, DEPARTURE_TIME=after 9:30 ON=Sunday, ARRIVAL_TIME=* ON=Sunday)	??	earliness	positive	y		
42_MUL2223.json	multiwoz_dev_44	X-- Hello, can you recommend a 0 star place to stay? Y-- There are 3 hotels in the area that have a 0 star rating, what area of town would you prefer? X-- Don't care. Looking for a hotel that includes free parking and should be cheaply priced. Y-- We have two options available that meet your criteria, one is in the North and one is in Centre. Would you like more information about these? X-- Yes please, I would like to hear about them both. Y-- They are both guesthouses and offer free wifi and free parking. In the north we have City Centre North B&B and in the south is El Shaddai. X-- I like the sound of El Shaddai, could you give me the address for that one? Y-- The address for El Shaddai is 41 Warkworth Street. Would you like me to book accommodations? X-- Not at this time. I am also looking for a train that arrives in Cambridge by 08:15 Y-- Where will you be departing from? X-- I will depart from broxbourne. Y-- I have found multiple trains that meet the criteria you listed. What day are you traveling on? X-- I will be traveling on tuesday. Y-- Train TR5570 arrives the earliest at 06:32. X-- Could you give me the train ID and price for the one that arrives closest to 08:15? Y-- The ID you're looking for is TR9048 arriving by 07:32 and the price is 17.9 pounds. Do you require anything else? X-- No thank you, that is everything. Y-- Great, thank you and enjoy your day. X-- You have been great. Y-- Okay, great. Enjoy your day! 	Train TR5570 arrives the earliest at 06:32.	24:33	1088:1097			earliest	13	ARRIVE(e, THEME=TR5570, INITIAL_LOCATION=Broxbourne, DESTINATION=Cambridge, ARRIVAL_TIME=06:32 ON=Tuesday)	ARRIVE(e, THEME=trains, INITIAL_LOCATION=Broxbourne, DESTINATION=Cambridge, ARRIVAL_TIME=by 08:15 ON=Tuesday)	#4=ARRIVAL_TIME	earliness	positive	y		
44_MUL0687.json	multiwoz_dev_46	X-- I'm looking for the alpha-milton guest house. Y-- The Alpha-Milton Guest House is in the north part of town and has 3 stars. Would you like to book a room? X-- That would be a massive help if you can do that for me! It's me and me mum and we'll be there 2 nights. Y-- What day would you like me to book this for? X-- Could you book it for Monday? May i also have the reference number? Y-- Booking was successful. Reference number is : WQKBC80C . X-- Thanks. I'm also looking for a train. The train should go to cambridge and should leave after 08:00. Y-- There are many trains coming into Cambridge during that time. Where are you coming from and what day would you like to come? X-- I will be departing from London Kings Cross on Monday. Y-- The closest I found was TR3899 leaving at 9:17, would that work for you? X-- Yes. I need you to book it for 2 people and then give me the reference number Y-- Yes your booking was successful at a total cost of 47.20 pounds. Your reservation number is 7Q0OIKBI . X-- Thank you, that's all. Y-- Thank you for using our service, have we met all of your needs? X-- Yes you have, thanks again for all of your help! Y-- You are welcome. Have a great trip. 	The closest I found was TR3899 leaving at 9:17, would that work for you?	3:11	751:759			closest	9	LEAVE(e, THEME=TR3899, INITIAL_LOCATION=London Kings Cross, DESTINATION=Cambridge, DEPATURE_TIME=09:17 ON=Monday)	LEAVE(e, THEME=trains, INITIAL_LOCATION=London Kings Cross, DESTINATION=Cambridge, DEPATURE_TIME=after 08:00 ON=Monday)	#4=DEPARTURE_TIME	distance in time	negative	y		
45_MUL0368.json	multiwoz_dev_47	X-- In need a train from Cambridge to stevenage. Y-- I have 70 trains matching that departure and destination. What time would you like to leave or arrive by? X-- I would like to arrive by 17:45 on Saturday. Y-- I am sorry but I cannot book that timeslot for you. The earliest I have is one arriving by 14:10. Is that okay? X-- That Will be good enough. What is the Train ID and departure time? Y-- Actually, there's a train arriving at 16:10. It's train TR8813, and it departs at 15:21. Would you like me to book that for you? X-- What would the price be for that train? Y-- The price for this train is 10.24 pounds. Would you like me to book it? X-- No thanks, just that info. Can I get a place to dine, I'm looking for an expensive place in the west. Y-- Not a problem. We have 9 to choose from. Any type of cuisine? X-- I don't really mind. What is your favorite place to dine out of all of those? Could you give me there postcode and phone number? Y-- I enjoy graffiti. The postcode for that place is cb30lx and the phone number is 01223277977. X-- Great, thank you very much! That's all I needed for today. Y-- We're happy to help! Thank you for using Cambridge TownInfo centre today. Goodbye. 	I am sorry but I cannot book that timeslot for you. The earliest I have is one arriving by 14:10. Is that okay?	55:64	268:277			earliest	3	"ARRIVE(e, THEME=""the earliest"" train, INITIAL_LOCATION=Cambridge, DESTINATION=Stevenage, ARRIVAL_TIME=14:10 ON=Saturday)"	ARRIVE(e, THEME=trains, INITIAL_LOCATION=Cambridge, DESTINATION=Stevenage, ARRIVAL_TIME=by 17:45 ON=Saturday)	#4=ARRIVAL_TIME	earliness	positive	y		
46_MUL0759.json	multiwoz_dev_48	X-- Hi! Can you help me find a mid-range price hotel on the south side? Y-- There are two guesthouses that fit your criteria. The Aylesbray Lodge and The Bridge guesthouse. Which would you prefer? X-- Which one is the least expensive of the two? Y-- They are both in the moderate price range. X-- What is the phone number for The Aylesbray Lodge? Y-- Their phone number is 01223240089. Is there anything else I can do for you? X-- Yes, I need the guesthouse to have free internet and parking. Can you get me their phone number? Y-- The Bridge Guest House does indeed have free parking and internet. They can be reached at 01223247942. X-- Hmm, thank you for that. I also need to get more information about the train time tables for Thursday. Y-- There are a lot of different trains on Thursday, can you narrow down your selection with a time frame and destination please? X-- I need the train from Cambridge to Birmingham New Street on Thursday and if it can arrive by 09:45 please. Y-- We have 4 such trains. Do you have a preference on departure time? X-- I would like to leave in the morning. Y-- Sure, TR0368 leaves cambridge at 07:01 and arrives at birmingham new street at 09:44. Can I book this for you? X-- Possibly. What is the cost of that train? Y-- The cost for one ticket is 75.10 pounds. X-- Okay, I would like to buy one ticket. Y-- Booking was successful, the total fee is 75.09 GBP payable at the station . Reference number is : GFZ6HBDH . Is there anything else I can help with? X-- No, I think that covers everything. Thanks! Y-- Okay. Have a great trip! 	Which one is the least expensive of the two?	16:22	218:224			least	2	the least expensiveguesthouse	The Aylesbray Lodge | The Bridge guesthouse	guesthouses	price	negative	n		
47_MUL0244.json	multiwoz_dev_49	X-- Yes, I would like to book a train that is leaving Monday, and is going to Cambridge. Y-- There are 202 trains to cambridge on monday. Can you tell me your departure station and the time you'd like to travel? X-- I want to depart from bishops stortford and arrive to cambridge by 12:00. Y-- There are 3 trains available. What is your departure time? X-- Whichever departure is closest to the arrival would be the best. Y-- TR0757 seems to be the best. Let's go with that. X-- Ok great can you give me the price for the ticket? Y-- The price is 10.10 pounds. X-- Thank you so much. I am also looking for a nice place to eat, moderate price in the center that serves crossover. Y-- I'm sorry, but I don't have anything that meets your needs. Would you like to look for a different type of cuisine, perhaps? X-- Spanish food sounds pretty good too. Can you check on that one for me? Y-- I have found la tasca which serves spanish food in town centre. Would you like me to reserve a table for you here? X-- Is it moderately priced? Y-- It is! Would you like me to book a table for you? X-- Okay, book me a table for 5 at 17:30 Monday. If that's not available, 16:30 would work. And I need the reference number, please. Y-- Booking was successful for 16:30. The table will be reserved for 15 minutes. Reference number is : CI38I8Z2 . X-- Thank you very much that will be all Y-- You're welcome. Goodbye. 	Whichever departure is closest to the arrival would be the best.	22:30	380:388			closest	4	"DEPART(e, THEME=TR0757, INITIAL_LOCATION=Bishops Stortford, DESTINATION=Cambridge, DEPARTURE_TIME=Monday ""closest to"" 12:00)"	DEPART(e, THEME=TR0757, INITIAL_LOCATION=Bishops Stortford, DESTINATION=Cambridge, DEPARTURE_TIME=Monday, ARRIVAL_TIME=by 12:00 ON=Monday)	#1=THEME	distance in time	negative	y		
48_MUL0244.json	multiwoz_dev_50	X-- Yes, I would like to book a train that is leaving Monday, and is going to Cambridge. Y-- There are 202 trains to cambridge on monday. Can you tell me your departure station and the time you'd like to travel? X-- I want to depart from bishops stortford and arrive to cambridge by 12:00. Y-- There are 3 trains available. What is your departure time? X-- Whichever departure is closest to the arrival would be the best. Y-- TR0757 seems to be the best. Let's go with that. X-- Ok great can you give me the price for the ticket? Y-- The price is 10.10 pounds. X-- Thank you so much. I am also looking for a nice place to eat, moderate price in the center that serves crossover. Y-- I'm sorry, but I don't have anything that meets your needs. Would you like to look for a different type of cuisine, perhaps? X-- Spanish food sounds pretty good too. Can you check on that one for me? Y-- I have found la tasca which serves spanish food in town centre. Would you like me to reserve a table for you here? X-- Is it moderately priced? Y-- It is! Would you like me to book a table for you? X-- Okay, book me a table for 5 at 17:30 Monday. If that's not available, 16:30 would work. And I need the reference number, please. Y-- Booking was successful for 16:30. The table will be reserved for 15 minutes. Reference number is : CI38I8Z2 . X-- Thank you very much that will be all Y-- You're welcome. Goodbye. 	Whichever departure is closest to the arrival would be the best.	58:64	416:422			best.	4	departure	departure times OF=trains INITIAL_LOCATION=King's Lynn DESTINATION=Cambridge ARRIVAL_TIME=by 12:00 ON=Monday	departure times	quality	positive	y		
